"id","label"
"ADOPTE","Adopté"
"REJETE","Rejeté"
"RENVOI_EN_COMMISSION","Renvoi en commission"
"ACCORD_CMP","Accord CMP"
"DESACCORD_CMP","Désaccord CMP"
