"id","label"
"1","Nouveau Centre"
"2","Union pour un Mouvement Populaire"
"3","Députés n'appartenant à aucun groupe"
"4","Gauche démocrate et républicaine"
"5","Socialiste, radical, citoyen et divers gauche"
"6","Non connu"
