"id","label"
"DLDA","Date Limite de Dépôt des Amendements(DLDA)"
"VS","Vote Solennel(VS)"
"CMP","Commission mixte paritaire(CMP)"
"COM","Commission"
"COM Amdts","Examen des amendements(COM Amdts)"
"1","Première lecture"
"2","Seconde lecture"
"lec CMP","Lectures CMP(lec CMP)"
"Nelle lec","Nouvelles lectures(Nelle lec)"
"lec def","Lectures définitives(lec def)"
