"id","label"
"1","Aucun statut"
"2","Dossier candidat à l'archivage intermédiaire"
"3","Dossier en archivage intermédiaire"
"4","Dossier candidat à l'archivage définitif"
"5","Dossier en cours d'extraction"
"6","Dossier généré"
"7","Dossier livré"
"8","Dossier archivé"
"90","Dossier en erreur de génération du SIP"
"91","Dossier en erreur de livraison"
"92","Dossier en erreur d'archivage"
